model,split,paper_id,generation,failed_stated,n_stated,failed_implicit,n_implicit,failed_total,keep_stated_only,keep_norel_aware
qwen3_8b,train,17194457,generation_2,4,10,1,5,5,False,False
qwen3_8b,train,17194457,generation_3,5,10,1,5,6,False,False
qwen3_8b,train,17221831,generation_1,1,6,0,4,1,False,False
qwen3_8b,train,17221831,generation_2,1,6,0,4,1,False,False
qwen3_8b,train,17221831,generation_3,1,6,0,4,1,False,False
qwen3_8b,train,17244258,generation_1,3,8,8,18,11,False,False
qwen3_8b,train,17244258,generation_2,1,8,8,18,9,False,False
qwen3_8b,train,17244258,generation_3,2,8,8,18,10,False,False
qwen3_8b,train,17250663,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,17250663,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,17250663,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,17273972,generation_1,1,2,0,1,1,False,False
qwen3_8b,train,17273972,generation_2,1,2,1,1,2,False,False
qwen3_8b,train,17273972,generation_3,2,2,0,1,2,False,False
qwen3_8b,train,17286451,generation_1,0,2,1,1,1,True,False
qwen3_8b,train,17286451,generation_2,0,2,1,1,1,True,False
qwen3_8b,train,17286451,generation_3,0,2,1,1,1,True,False
qwen3_8b,train,17304550,generation_1,0,6,4,15,4,True,False
qwen3_8b,train,17304550,generation_2,0,6,4,15,4,True,False
qwen3_8b,train,17304550,generation_3,0,6,4,15,4,True,False
qwen3_8b,train,17318851,generation_1,10,25,15,53,25,False,False
qwen3_8b,train,17318851,generation_2,10,25,15,53,25,False,False
qwen3_8b,train,17318851,generation_3,10,25,12,53,22,False,False
qwen3_8b,train,17327131,generation_1,0,1,0,0,0,True,True
qwen3_8b,train,17327131,generation_2,0,1,0,0,0,True,True
qwen3_8b,train,17327131,generation_3,0,1,0,0,0,True,True
qwen3_8b,train,17344330,generation_1,1,6,8,14,9,False,False
qwen3_8b,train,17344330,generation_2,1,6,5,14,6,False,False
qwen3_8b,train,17344330,generation_3,1,6,9,14,10,False,False
qwen3_8b,train,17351238,generation_1,1,4,2,6,3,False,False
qwen3_8b,train,17351238,generation_2,2,4,2,6,4,False,False
qwen3_8b,train,17351238,generation_3,1,4,2,6,3,False,False
qwen3_8b,train,17379047,generation_1,2,6,0,3,2,False,False
qwen3_8b,train,17379047,generation_2,3,6,0,3,3,False,False
qwen3_8b,train,17379047,generation_3,2,6,0,3,2,False,False
qwen3_8b,train,17391797,generation_1,1,4,2,5,3,False,False
qwen3_8b,train,17391797,generation_2,1,4,1,5,2,False,False
qwen3_8b,train,17391797,generation_3,1,4,3,5,4,False,False
qwen3_8b,train,17439425,generation_1,4,8,18,28,22,False,False
qwen3_8b,train,17439425,generation_2,3,8,6,28,9,False,False
qwen3_8b,train,17439425,generation_3,4,8,11,28,15,False,False
qwen3_8b,train,17495183,generation_1,4,17,1,49,5,False,False
qwen3_8b,train,17495183,generation_2,2,17,6,49,8,False,False
qwen3_8b,train,17495183,generation_3,7,17,2,49,9,False,False
qwen3_8b,train,17572393,generation_1,4,10,5,11,9,False,False
qwen3_8b,train,17572393,generation_2,4,10,2,11,6,False,False
qwen3_8b,train,17572393,generation_3,3,10,5,11,8,False,False
qwen3_8b,train,17595233,generation_1,0,6,4,15,4,True,False
qwen3_8b,train,17595233,generation_2,2,6,2,15,4,False,False
qwen3_8b,train,17595233,generation_3,0,6,3,15,3,True,False
qwen3_8b,train,17615423,generation_1,6,12,8,21,14,False,False
qwen3_8b,train,17615423,generation_2,6,12,7,21,13,False,False
qwen3_8b,train,17615423,generation_3,3,12,7,21,10,False,False
qwen3_8b,train,17628794,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,17628794,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,17628794,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,17634480,generation_1,3,6,9,15,12,False,False
qwen3_8b,train,17634480,generation_2,3,6,7,15,10,False,False
qwen3_8b,train,17634480,generation_3,3,6,9,15,12,False,False
qwen3_8b,train,17639754,generation_1,0,3,0,0,0,True,True
qwen3_8b,train,17639754,generation_2,0,3,0,0,0,True,True
qwen3_8b,train,17639754,generation_3,0,3,0,0,0,True,True
qwen3_8b,train,17683901,generation_1,1,2,0,1,1,False,False
qwen3_8b,train,17683901,generation_2,1,2,0,1,1,False,False
qwen3_8b,train,17683901,generation_3,1,2,0,1,1,False,False
qwen3_8b,train,17854040,generation_1,1,2,0,1,1,False,False
qwen3_8b,train,17854040,generation_2,1,2,0,1,1,False,False
qwen3_8b,train,17854040,generation_3,1,2,0,1,1,False,False
qwen3_8b,train,17877751,generation_1,0,5,1,5,1,True,False
qwen3_8b,train,17877751,generation_2,0,5,1,5,1,True,False
qwen3_8b,train,17877751,generation_3,2,5,1,5,3,False,False
qwen3_8b,train,17910065,generation_1,1,3,0,3,1,False,False
qwen3_8b,train,17910065,generation_2,1,3,0,3,1,False,False
qwen3_8b,train,17910065,generation_3,1,3,0,3,1,False,False
qwen3_8b,train,17951029,generation_1,0,1,0,0,0,True,True
qwen3_8b,train,17951029,generation_2,0,1,0,0,0,True,True
qwen3_8b,train,17951029,generation_3,0,1,0,0,0,True,True
qwen3_8b,train,17959715,generation_1,2,8,0,7,2,False,False
qwen3_8b,train,17959715,generation_2,3,8,0,7,3,False,False
qwen3_8b,train,17959715,generation_3,1,8,0,7,1,False,False
qwen3_8b,train,17965424,generation_1,6,9,3,11,9,False,False
qwen3_8b,train,17965424,generation_2,6,9,3,11,9,False,False
qwen3_8b,train,17965424,generation_3,3,9,3,11,6,False,False
qwen3_8b,train,17975693,generation_1,1,3,0,3,1,False,False
qwen3_8b,train,17975693,generation_2,1,3,0,3,1,False,False
qwen3_8b,train,17975693,generation_3,1,3,0,3,1,False,False
qwen3_8b,train,18050247,generation_1,0,6,0,15,0,True,True
qwen3_8b,train,18050247,generation_2,0,6,0,15,0,True,True
qwen3_8b,train,18050247,generation_3,0,6,0,15,0,True,True
qwen3_8b,train,18083142,generation_1,2,16,9,39,11,False,False
qwen3_8b,train,18083142,generation_2,5,16,5,39,10,False,False
qwen3_8b,train,18083142,generation_3,5,16,9,39,14,False,False
qwen3_8b,train,18165598,generation_1,5,13,19,30,24,False,False
qwen3_8b,train,18165598,generation_2,2,13,15,30,17,False,False
qwen3_8b,train,18165598,generation_3,2,13,14,30,16,False,False
qwen3_8b,train,18166824,generation_1,3,8,0,7,3,False,False
qwen3_8b,train,18166824,generation_2,1,8,0,7,1,False,False
qwen3_8b,train,18166824,generation_3,0,8,0,7,0,True,True
qwen3_8b,train,18182964,generation_1,0,4,2,5,2,True,False
qwen3_8b,train,18182964,generation_2,0,4,2,5,2,True,False
qwen3_8b,train,18182964,generation_3,0,4,2,5,2,True,False
qwen3_8b,train,18189233,generation_1,1,5,1,10,2,False,False
qwen3_8b,train,18189233,generation_2,2,5,1,10,3,False,False
qwen3_8b,train,18189233,generation_3,1,5,1,10,2,False,False
qwen3_8b,train,18235024,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,18235024,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18235024,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,18262054,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,18262054,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18262054,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,18270997,generation_1,0,4,2,6,2,True,False
qwen3_8b,train,18270997,generation_2,0,4,2,6,2,True,False
qwen3_8b,train,18270997,generation_3,0,4,2,6,2,True,False
qwen3_8b,train,18310445,generation_1,28,36,14,156,42,False,False
qwen3_8b,train,18310445,generation_2,29,36,12,156,41,False,False
qwen3_8b,train,18310445,generation_3,31,36,10,156,41,False,False
qwen3_8b,train,18340638,generation_1,3,7,3,8,6,False,False
qwen3_8b,train,18340638,generation_2,2,7,4,8,6,False,False
qwen3_8b,train,18340638,generation_3,2,7,4,8,6,False,False
qwen3_8b,train,18356633,generation_1,4,8,9,20,13,False,False
qwen3_8b,train,18356633,generation_2,0,8,7,20,7,True,False
qwen3_8b,train,18356633,generation_3,4,8,10,20,14,False,False
qwen3_8b,train,18366737,generation_1,0,5,2,10,2,True,False
qwen3_8b,train,18366737,generation_2,0,5,2,10,2,True,False
qwen3_8b,train,18366737,generation_3,0,5,1,10,1,True,False
qwen3_8b,train,18397285,generation_1,0,3,1,3,1,True,False
qwen3_8b,train,18397285,generation_2,0,3,1,3,1,True,False
qwen3_8b,train,18397285,generation_3,0,3,1,3,1,True,False
qwen3_8b,train,18408250,generation_1,1,3,0,3,1,False,False
qwen3_8b,train,18408250,generation_2,1,3,0,3,1,False,False
qwen3_8b,train,18408250,generation_3,1,3,0,3,1,False,False
qwen3_8b,train,18410508,generation_1,4,12,4,9,8,False,False
qwen3_8b,train,18410508,generation_2,3,12,3,9,6,False,False
qwen3_8b,train,18410508,generation_3,3,12,3,9,6,False,False
qwen3_8b,train,18410548,generation_1,0,3,0,3,0,True,True
qwen3_8b,train,18410548,generation_2,0,3,1,3,1,True,False
qwen3_8b,train,18410548,generation_3,0,3,1,3,1,True,False
qwen3_8b,train,18422462,generation_1,1,8,13,29,14,False,False
qwen3_8b,train,18422462,generation_2,0,8,19,29,19,True,False
qwen3_8b,train,18422462,generation_3,0,8,14,29,14,True,False
qwen3_8b,train,18439317,generation_1,1,2,0,1,1,False,False
qwen3_8b,train,18439317,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18439317,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,18442015,generation_1,4,14,16,63,20,False,False
qwen3_8b,train,18442015,generation_2,5,14,18,63,23,False,False
qwen3_8b,train,18442015,generation_3,8,14,16,63,24,False,False
qwen3_8b,train,18470323,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,18470323,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18470323,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,18483878,generation_1,2,7,3,8,5,False,False
qwen3_8b,train,18483878,generation_2,1,7,4,8,5,False,False
qwen3_8b,train,18483878,generation_3,1,7,0,8,1,False,False
qwen3_8b,train,18487244,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,18487244,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18487244,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,18541230,generation_1,1,13,5,15,6,False,False
qwen3_8b,train,18541230,generation_2,4,13,4,15,8,False,False
qwen3_8b,train,18541230,generation_3,1,13,5,15,6,False,False
qwen3_8b,train,18544179,generation_1,2,8,2,35,4,False,False
qwen3_8b,train,18544179,generation_2,2,8,7,35,9,False,False
qwen3_8b,train,18544179,generation_3,0,8,10,35,10,True,False
qwen3_8b,train,18593936,generation_1,14,51,7,33,21,False,False
qwen3_8b,train,18593936,generation_2,11,51,7,33,18,False,False
qwen3_8b,train,18593936,generation_3,13,51,7,33,20,False,False
qwen3_8b,train,18631865,generation_1,3,6,3,8,6,False,False
qwen3_8b,train,18631865,generation_2,3,6,5,8,8,False,False
qwen3_8b,train,18631865,generation_3,3,6,4,8,7,False,False
qwen3_8b,train,18657397,generation_1,1,2,0,1,1,False,False
qwen3_8b,train,18657397,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18657397,generation_3,1,2,0,1,1,False,False
qwen3_8b,train,18672102,generation_1,3,24,0,21,3,False,False
qwen3_8b,train,18672102,generation_2,1,24,0,21,1,False,False
qwen3_8b,train,18672102,generation_3,3,24,0,21,3,False,False
qwen3_8b,train,18674790,generation_1,9,19,57,134,66,False,False
qwen3_8b,train,18674790,generation_2,10,19,26,134,36,False,False
qwen3_8b,train,18674790,generation_3,9,19,47,134,56,False,False
qwen3_8b,train,18681856,generation_1,2,6,0,4,2,False,False
qwen3_8b,train,18681856,generation_2,2,6,0,4,2,False,False
qwen3_8b,train,18681856,generation_3,2,6,0,4,2,False,False
qwen3_8b,train,18699851,generation_1,0,5,0,10,0,True,True
qwen3_8b,train,18699851,generation_2,0,5,0,10,0,True,True
qwen3_8b,train,18699851,generation_3,0,5,0,10,0,True,True
qwen3_8b,train,18752389,generation_1,7,16,19,49,26,False,False
qwen3_8b,train,18752389,generation_2,7,16,19,49,26,False,False
qwen3_8b,train,18752389,generation_3,6,16,19,49,25,False,False
qwen3_8b,train,18754075,generation_1,2,9,3,19,5,False,False
qwen3_8b,train,18754075,generation_2,1,9,5,19,6,False,False
qwen3_8b,train,18754075,generation_3,4,9,5,19,9,False,False
qwen3_8b,train,18768591,generation_1,13,24,23,112,36,False,False
qwen3_8b,train,18768591,generation_2,8,24,34,112,42,False,False
qwen3_8b,train,18768591,generation_3,8,24,31,112,39,False,False
qwen3_8b,train,18772193,generation_1,3,14,17,31,20,False,False
qwen3_8b,train,18772193,generation_2,7,14,16,31,23,False,False
qwen3_8b,train,18772193,generation_3,8,14,15,31,23,False,False
qwen3_8b,train,18779591,generation_1,1,8,2,12,3,False,False
qwen3_8b,train,18779591,generation_2,1,8,5,12,6,False,False
qwen3_8b,train,18779591,generation_3,1,8,5,12,6,False,False
qwen3_8b,train,18790087,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,18790087,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,18790087,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,18791947,generation_1,1,1,0,0,1,False,False
qwen3_8b,train,18791947,generation_2,1,1,0,0,1,False,False
qwen3_8b,train,18791947,generation_3,1,1,0,0,1,False,False
qwen3_8b,train,18808529,generation_1,1,12,12,43,13,False,False
qwen3_8b,train,18808529,generation_2,2,12,6,43,8,False,False
qwen3_8b,train,18808529,generation_3,2,12,8,43,10,False,False
qwen3_8b,train,18809400,generation_1,2,12,9,24,11,False,False
qwen3_8b,train,18809400,generation_2,2,12,11,24,13,False,False
qwen3_8b,train,18809400,generation_3,1,12,10,24,11,False,False
qwen3_8b,train,18827003,generation_1,1,9,16,26,17,False,False
qwen3_8b,train,18827003,generation_2,2,9,17,26,19,False,False
qwen3_8b,train,18827003,generation_3,3,9,19,26,22,False,False
qwen3_8b,train,18945288,generation_1,0,2,1,1,1,True,False
qwen3_8b,train,18945288,generation_2,1,2,1,1,2,False,False
qwen3_8b,train,18945288,generation_3,0,2,1,1,1,True,False
qwen3_8b,train,18945509,generation_1,3,8,1,9,4,False,False
qwen3_8b,train,18945509,generation_2,5,8,1,9,6,False,False
qwen3_8b,train,18945509,generation_3,4,8,0,9,4,False,False
qwen3_8b,train,18987260,generation_1,1,14,9,64,10,False,False
qwen3_8b,train,18987260,generation_2,0,14,12,64,12,True,False
qwen3_8b,train,18987260,generation_3,0,14,10,64,10,True,False
qwen3_8b,train,19037252,generation_1,0,1,0,0,0,True,True
qwen3_8b,train,19037252,generation_2,0,1,0,0,0,True,True
qwen3_8b,train,19037252,generation_3,0,1,0,0,0,True,True
qwen3_8b,train,19048115,generation_1,1,11,5,24,6,False,False
qwen3_8b,train,19048115,generation_2,0,11,7,24,7,True,False
qwen3_8b,train,19048115,generation_3,1,11,8,24,9,False,False
qwen3_8b,train,19058010,generation_1,10,20,5,15,15,False,False
qwen3_8b,train,19058010,generation_2,5,20,4,15,9,False,False
qwen3_8b,train,19058010,generation_3,11,20,1,15,12,False,False
qwen3_8b,train,19067809,generation_1,2,6,0,4,2,False,False
qwen3_8b,train,19067809,generation_2,2,6,0,4,2,False,False
qwen3_8b,train,19067809,generation_3,1,6,0,4,1,False,False
qwen3_8b,train,19082493,generation_1,1,5,2,5,3,False,False
qwen3_8b,train,19082493,generation_2,0,5,1,5,1,True,False
qwen3_8b,train,19082493,generation_3,1,5,2,5,3,False,False
qwen3_8b,train,19101703,generation_1,1,3,0,0,1,False,False
qwen3_8b,train,19101703,generation_2,1,3,0,0,1,False,False
qwen3_8b,train,19101703,generation_3,1,3,0,0,1,False,False
qwen3_8b,train,19108278,generation_1,2,12,8,24,10,False,False
qwen3_8b,train,19108278,generation_2,2,12,12,24,14,False,False
qwen3_8b,train,19108278,generation_3,3,12,11,24,14,False,False
qwen3_8b,train,19110214,generation_1,2,6,4,9,6,False,False
qwen3_8b,train,19110214,generation_2,2,6,4,9,6,False,False
qwen3_8b,train,19110214,generation_3,1,6,2,9,3,False,False
qwen3_8b,train,19160446,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,19160446,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,19160446,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,19218574,generation_1,0,11,4,10,4,True,False
qwen3_8b,train,19218574,generation_2,1,11,2,10,3,False,False
qwen3_8b,train,19218574,generation_3,2,11,3,10,5,False,False
qwen3_8b,train,19234905,generation_1,0,1,0,0,0,True,True
qwen3_8b,train,19234905,generation_2,0,1,0,0,0,True,True
qwen3_8b,train,19234905,generation_3,0,1,0,0,0,True,True
qwen3_8b,train,19306381,generation_1,25,38,9,392,34,False,False
qwen3_8b,train,19306381,generation_2,28,38,6,392,34,False,False
qwen3_8b,train,19306381,generation_3,27,38,8,392,35,False,False
qwen3_8b,train,19319147,generation_1,2,5,0,5,2,False,False
qwen3_8b,train,19319147,generation_2,2,5,0,5,2,False,False
qwen3_8b,train,19319147,generation_3,2,5,0,5,2,False,False
qwen3_8b,train,19346865,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,19346865,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,19346865,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,19365571,generation_1,0,3,0,0,0,True,True
qwen3_8b,train,19365571,generation_2,0,3,0,0,0,True,True
qwen3_8b,train,19365571,generation_3,0,3,0,0,0,True,True
qwen3_8b,train,19370764,generation_1,1,7,5,21,6,False,False
qwen3_8b,train,19370764,generation_2,1,7,5,21,6,False,False
qwen3_8b,train,19370764,generation_3,2,7,5,21,7,False,False
qwen3_8b,train,19445921,generation_1,2,16,4,75,6,False,False
qwen3_8b,train,19445921,generation_2,2,16,5,75,7,False,False
qwen3_8b,train,19445921,generation_3,2,16,6,75,8,False,False
qwen3_8b,train,19463742,generation_1,28,45,18,59,46,False,False
qwen3_8b,train,19463742,generation_2,28,45,10,59,38,False,False
qwen3_8b,train,19463742,generation_3,28,45,12,59,40,False,False
qwen3_8b,train,19508969,generation_1,0,28,0,27,0,True,True
qwen3_8b,train,19508969,generation_2,7,28,0,27,7,False,False
qwen3_8b,train,19508969,generation_3,3,28,0,27,3,False,False
qwen3_8b,train,19521089,generation_1,0,1,0,0,0,True,True
qwen3_8b,train,19521089,generation_2,0,1,0,0,0,True,True
qwen3_8b,train,19521089,generation_3,0,1,0,0,0,True,True
qwen3_8b,train,19536134,generation_1,11,29,18,61,29,False,False
qwen3_8b,train,19536134,generation_2,11,29,14,61,25,False,False
qwen3_8b,train,19536134,generation_3,10,29,11,61,21,False,False
qwen3_8b,train,19549709,generation_1,0,5,3,5,3,True,False
qwen3_8b,train,19549709,generation_2,0,5,2,5,2,True,False
qwen3_8b,train,19549709,generation_3,0,5,2,5,2,True,False
qwen3_8b,train,19592582,generation_1,0,5,2,5,2,True,False
qwen3_8b,train,19592582,generation_2,0,5,2,5,2,True,False
qwen3_8b,train,19592582,generation_3,0,5,2,5,2,True,False
qwen3_8b,train,19631624,generation_1,7,8,0,7,7,False,False
qwen3_8b,train,19631624,generation_2,5,8,4,7,9,False,False
qwen3_8b,train,19631624,generation_3,5,8,3,7,8,False,False
qwen3_8b,train,19642243,generation_1,0,5,3,9,3,True,False
qwen3_8b,train,19642243,generation_2,0,5,3,9,3,True,False
qwen3_8b,train,19642243,generation_3,0,5,3,9,3,True,False
qwen3_8b,train,19672862,generation_1,3,22,15,23,18,False,False
qwen3_8b,train,19672862,generation_2,4,22,10,23,14,False,False
qwen3_8b,train,19672862,generation_3,2,22,12,23,14,False,False
qwen3_8b,train,19692487,generation_1,9,14,4,14,13,False,False
qwen3_8b,train,19692487,generation_2,5,14,3,14,8,False,False
qwen3_8b,train,19692487,generation_3,7,14,2,14,9,False,False
qwen3_8b,train,19696792,generation_1,2,8,1,13,3,False,False
qwen3_8b,train,19696792,generation_2,2,8,4,13,6,False,False
qwen3_8b,train,19696792,generation_3,2,8,2,13,4,False,False
qwen3_8b,train,19707748,generation_1,1,2,1,1,2,False,False
qwen3_8b,train,19707748,generation_2,1,2,1,1,2,False,False
qwen3_8b,train,19707748,generation_3,0,2,1,1,1,True,False
qwen3_8b,train,19719056,generation_1,0,2,2,4,2,True,False
qwen3_8b,train,19719056,generation_2,1,2,3,4,4,False,False
qwen3_8b,train,19719056,generation_3,1,2,3,4,4,False,False
qwen3_8b,train,19721134,generation_1,11,19,3,9,14,False,False
qwen3_8b,train,19721134,generation_2,16,19,3,9,19,False,False
qwen3_8b,train,19721134,generation_3,13,19,4,9,17,False,False
qwen3_8b,train,19728177,generation_1,0,3,0,3,0,True,True
qwen3_8b,train,19728177,generation_2,0,3,0,3,0,True,True
qwen3_8b,train,19728177,generation_3,0,3,0,3,0,True,True
qwen3_8b,train,19779499,generation_1,1,5,6,10,7,False,False
qwen3_8b,train,19779499,generation_2,1,5,6,10,7,False,False
qwen3_8b,train,19779499,generation_3,1,5,6,10,7,False,False
qwen3_8b,train,19811499,generation_1,4,20,12,60,16,False,False
qwen3_8b,train,19811499,generation_2,6,20,9,60,15,False,False
qwen3_8b,train,19811499,generation_3,7,20,9,60,16,False,False
qwen3_8b,train,19825989,generation_1,14,23,13,78,27,False,False
qwen3_8b,train,19825989,generation_2,11,23,16,78,27,False,False
qwen3_8b,train,19825989,generation_3,11,23,15,78,26,False,False
qwen3_8b,train,19841052,generation_1,1,2,0,1,1,False,False
qwen3_8b,train,19841052,generation_2,1,2,0,1,1,False,False
qwen3_8b,train,19841052,generation_3,1,2,0,1,1,False,False
qwen3_8b,train,19881468,generation_1,10,13,8,23,18,False,False
qwen3_8b,train,19881468,generation_2,9,13,11,23,20,False,False
qwen3_8b,train,19881468,generation_3,10,13,12,23,22,False,False
qwen3_8b,train,19889778,generation_1,2,4,0,2,2,False,False
qwen3_8b,train,19889778,generation_2,3,4,0,2,3,False,False
qwen3_8b,train,19889778,generation_3,2,4,0,2,2,False,False
qwen3_8b,train,19891556,generation_1,0,2,1,1,1,True,False
qwen3_8b,train,19891556,generation_2,0,2,1,1,1,True,False
qwen3_8b,train,19891556,generation_3,0,2,1,1,1,True,False
qwen3_8b,train,19918264,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,19918264,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,19918264,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,19923525,generation_1,3,6,0,4,3,False,False
qwen3_8b,train,19923525,generation_2,2,6,2,4,4,False,False
qwen3_8b,train,19923525,generation_3,2,6,2,4,4,False,False
qwen3_8b,train,19996135,generation_1,0,1,0,0,0,True,True
qwen3_8b,train,19996135,generation_2,0,1,0,0,0,True,True
qwen3_8b,train,19996135,generation_3,0,1,0,0,0,True,True
qwen3_8b,train,20005218,generation_1,0,4,1,3,1,True,False
qwen3_8b,train,20005218,generation_2,0,4,1,3,1,True,False
qwen3_8b,train,20005218,generation_3,0,4,1,3,1,True,False
qwen3_8b,train,20034406,generation_1,1,7,4,7,5,False,False
qwen3_8b,train,20034406,generation_2,1,7,3,7,4,False,False
qwen3_8b,train,20034406,generation_3,1,7,3,7,4,False,False
qwen3_8b,train,20046642,generation_1,14,21,3,33,17,False,False
qwen3_8b,train,20046642,generation_2,12,21,3,33,15,False,False
qwen3_8b,train,20046642,generation_3,16,21,3,33,19,False,False
qwen3_8b,train,20080916,generation_1,2,3,1,3,3,False,False
qwen3_8b,train,20080916,generation_2,2,3,1,3,3,False,False
qwen3_8b,train,20080916,generation_3,2,3,1,3,3,False,False
qwen3_8b,train,20080983,generation_1,1,3,0,0,1,False,False
qwen3_8b,train,20080983,generation_2,1,3,0,0,1,False,False
qwen3_8b,train,20080983,generation_3,1,3,0,0,1,False,False
qwen3_8b,train,20086182,generation_1,1,6,6,9,7,False,False
qwen3_8b,train,20086182,generation_2,1,6,4,9,5,False,False
qwen3_8b,train,20086182,generation_3,0,6,6,9,6,True,False
qwen3_8b,train,20105280,generation_1,12,17,22,74,34,False,False
qwen3_8b,train,20105280,generation_2,9,17,23,74,32,False,False
qwen3_8b,train,20105280,generation_3,8,17,26,74,34,False,False
qwen3_8b,train,20105310,generation_1,4,30,71,465,75,False,False
qwen3_8b,train,20105310,generation_2,3,30,86,465,89,False,False
qwen3_8b,train,20105310,generation_3,4,30,46,465,50,False,False
qwen3_8b,train,20129423,generation_1,0,2,0,1,0,True,True
qwen3_8b,train,20129423,generation_2,0,2,0,1,0,True,True
qwen3_8b,train,20129423,generation_3,0,2,0,1,0,True,True
qwen3_8b,train,20226780,generation_1,0,6,0,10,0,True,True
qwen3_8b,train,20226780,generation_2,1,6,0,10,1,False,False
qwen3_8b,train,20226780,generation_3,2,6,0,10,2,False,False
qwen3_8b,train,20331935,generation_1,1,3,0,3,1,False,False
qwen3_8b,train,20331935,generation_2,0,3,0,3,0,True,True
qwen3_8b,train,20331935,generation_3,0,3,1,3,1,True,False
qwen3_8b,train,20335448,generation_1,1,12,15,24,16,False,False
qwen3_8b,train,20335448,generation_2,0,12,13,24,13,True,False
qwen3_8b,train,20335448,generation_3,2,12,13,24,15,False,False
qwen3_8b,train,20367983,generation_1,1,4,0,3,1,False,False
qwen3_8b,train,20367983,generation_2,1,4,0,3,1,False,False
qwen3_8b,train,20367983,generation_3,1,4,0,3,1,False,False
qwen3_8b,train,20401977,generation_1,0,3,0,0,0,True,True
qwen3_8b,train,20401977,generation_2,0,3,0,0,0,True,True
qwen3_8b,train,20401977,generation_3,0,3,0,0,0,True,True
qwen3_8b,train,20415560,generation_1,0,7,0,8,0,True,True
qwen3_8b,train,20415560,generation_2,0,7,0,8,0,True,True
qwen3_8b,train,20415560,generation_3,0,7,0,8,0,True,True
qwen3_8b,train,20428796,generation_1,7,9,4,13,11,False,False
qwen3_8b,train,20428796,generation_2,8,9,1,13,9,False,False
qwen3_8b,train,20428796,generation_3,6,9,2,13,8,False,False
qwen3_8b,train,20431083,generation_1,1,2,1,1,2,False,False
qwen3_8b,train,20431083,generation_2,1,2,0,1,1,False,False
qwen3_8b,train,20431083,generation_3,1,2,0,1,1,False,False
qwen3_8b,train,20447294,generation_1,0,8,5,19,5,True,False
qwen3_8b,train,20447294,generation_2,0,8,5,19,5,True,False
qwen3_8b,train,20447294,generation_3,0,8,5,19,5,True,False
qwen3_8b,train,20477932,generation_1,7,14,5,22,12,False,False
qwen3_8b,train,20477932,generation_2,9,14,10,22,19,False,False
qwen3_8b,train,20477932,generation_3,8,14,6,22,14,False,False
qwen3_8b,train,20510337,generation_1,3,26,18,127,21,False,False
qwen3_8b,train,20510337,generation_2,5,26,13,127,18,False,False
qwen3_8b,train,20510337,generation_3,4,26,16,127,20,False,False
qwen3_8b,train,20520283,generation_1,3,6,1,8,4,False,False
qwen3_8b,train,20520283,generation_2,1,6,2,8,3,False,False
qwen3_8b,train,20520283,generation_3,1,6,2,8,3,False,False
qwen3_8b,train,20523265,generation_1,0,8,0,28,0,True,True
qwen3_8b,train,20523265,generation_2,0,8,0,28,0,True,True
qwen3_8b,train,20523265,generation_3,0,8,0,28,0,True,True
qwen3_8b,train,20528871,generation_1,0,3,3,9,3,True,False
qwen3_8b,train,20528871,generation_2,0,3,4,9,4,True,False
qwen3_8b,train,20528871,generation_3,0,3,2,9,2,True,False
qwen3_8b,train,20533999,generation_1,5,9,3,5,8,False,False
qwen3_8b,train,20533999,generation_2,5,9,4,5,9,False,False
qwen3_8b,train,20533999,generation_3,3,9,2,5,5,False,False
qwen3_8b,train,20534142,generation_1,3,14,2,14,5,False,False
qwen3_8b,train,20534142,generation_2,2,14,5,14,7,False,False
qwen3_8b,train,20534142,generation_3,3,14,1,14,4,False,False
