model,split,paper_id,generation,rel_idx,num_relations,num_entities,abstract_words,entity_a,type_a,relation_type,entity_b,type_b,prob_supported
qwen3_8b,train,17221831,generation_2,4,6,32,197,G51S,SequenceVariant,Positive_Correlation,cognitive decline,DiseaseOrPhenotypicFeature,0.6618630290031433
qwen3_8b,train,17221831,generation_2,5,6,32,197,G51S,SequenceVariant,Association,Alzheimer's disease,DiseaseOrPhenotypicFeature,0.9905447959899902
qwen3_8b,train,17221831,generation_3,0,6,32,144,purine nucleoside phosphorylase,GeneOrGeneProduct,Association,Alzheimer's disease,DiseaseOrPhenotypicFeature,0.9941973686218262
qwen3_8b,train,17221831,generation_3,1,6,32,144,neurodegenerative disorder,DiseaseOrPhenotypicFeature,Association,purine nucleoside phosphorylase,GeneOrGeneProduct,0.9977292418479919
qwen3_8b,train,17221831,generation_3,2,6,32,144,neurodegenerative disorder,DiseaseOrPhenotypicFeature,Association,G51S,SequenceVariant,0.9901412129402161
qwen3_8b,train,17221831,generation_3,3,6,32,144,cognitive decline,DiseaseOrPhenotypicFeature,Association,purine nucleoside phosphorylase,GeneOrGeneProduct,0.9974613189697266
qwen3_8b,train,17221831,generation_3,4,6,32,144,G51S,SequenceVariant,Positive_Correlation,cognitive decline,DiseaseOrPhenotypicFeature,0.43222734332084656
qwen3_8b,train,17221831,generation_3,5,6,32,144,G51S,SequenceVariant,Association,Alzheimer's disease,DiseaseOrPhenotypicFeature,0.9822947978973389
qwen3_8b,train,17286451,generation_1,0,2,24,193,RB1,GeneOrGeneProduct,Association,Retinoblastoma,DiseaseOrPhenotypicFeature,0.9954493641853333
qwen3_8b,train,17286451,generation_1,1,2,24,193,RB1,GeneOrGeneProduct,Association,tumors,DiseaseOrPhenotypicFeature,0.9948510527610779
qwen3_8b,train,17286451,generation_2,0,2,24,140,RB1,GeneOrGeneProduct,Association,Retinoblastoma,DiseaseOrPhenotypicFeature,0.994881272315979
qwen3_8b,train,17286451,generation_2,1,2,24,140,RB1,GeneOrGeneProduct,Association,tumors,DiseaseOrPhenotypicFeature,0.9957460761070251
qwen3_8b,train,17286451,generation_3,0,2,24,155,RB1,GeneOrGeneProduct,Association,Retinoblastoma,DiseaseOrPhenotypicFeature,0.9938685297966003
qwen3_8b,train,17286451,generation_3,1,2,24,155,RB1,GeneOrGeneProduct,Association,tumors,DiseaseOrPhenotypicFeature,0.9940051436424255
qwen3_8b,train,17327131,generation_1,0,1,18,174,CYP2F1,GeneOrGeneProduct,Association,carcinogenic,DiseaseOrPhenotypicFeature,0.9897654056549072
qwen3_8b,train,17327131,generation_2,0,1,18,246,CYP2F1,GeneOrGeneProduct,Association,carcinogenic,DiseaseOrPhenotypicFeature,0.9941686391830444
qwen3_8b,train,17327131,generation_3,0,1,18,138,CYP2F1,GeneOrGeneProduct,Association,carcinogenic,DiseaseOrPhenotypicFeature,0.9765923619270325
qwen3_8b,train,19234905,generation_1,0,1,20,166,levodopa,ChemicalEntity,Positive_Correlation,dyskinesias,DiseaseOrPhenotypicFeature,0.9798981547355652
qwen3_8b,train,19234905,generation_2,0,1,20,179,levodopa,ChemicalEntity,Positive_Correlation,dyskinesias,DiseaseOrPhenotypicFeature,0.9791161417961121
qwen3_8b,train,19234905,generation_3,0,1,20,258,levodopa,ChemicalEntity,Positive_Correlation,dyskinesias,DiseaseOrPhenotypicFeature,0.9809854626655579
qwen3_8b,train,19365571,generation_1,0,3,14,245,Macular corneal dystrophy,DiseaseOrPhenotypicFeature,Association,CHST6,GeneOrGeneProduct,0.9973393082618713
qwen3_8b,train,19365571,generation_1,1,3,14,245,keratan sulfate,ChemicalEntity,Association,CHST6,GeneOrGeneProduct,0.9969778060913086
qwen3_8b,train,19365571,generation_1,2,3,14,245,keratan sulfate,ChemicalEntity,Association,Macular corneal dystrophy,DiseaseOrPhenotypicFeature,0.994775652885437
qwen3_8b,train,19365571,generation_2,0,3,14,176,Macular corneal dystrophy,DiseaseOrPhenotypicFeature,Association,CHST6,GeneOrGeneProduct,0.996978759765625
qwen3_8b,train,19365571,generation_2,1,3,14,176,keratan sulfate,ChemicalEntity,Association,CHST6,GeneOrGeneProduct,0.9970767498016357
qwen3_8b,train,19365571,generation_2,2,3,14,176,keratan sulfate,ChemicalEntity,Association,Macular corneal dystrophy,DiseaseOrPhenotypicFeature,0.9936352968215942
qwen3_8b,train,19365571,generation_3,0,3,14,188,Macular corneal dystrophy,DiseaseOrPhenotypicFeature,Association,CHST6,GeneOrGeneProduct,0.996461808681488
qwen3_8b,train,19365571,generation_3,1,3,14,188,keratan sulfate,ChemicalEntity,Association,CHST6,GeneOrGeneProduct,0.9969117045402527
qwen3_8b,train,19365571,generation_3,2,3,14,188,keratan sulfate,ChemicalEntity,Association,Macular corneal dystrophy,DiseaseOrPhenotypicFeature,0.9940316081047058
qwen3_8b,train,19642243,generation_1,0,6,19,188,vancomycin,ChemicalEntity,Positive_Correlation,Renal failure,DiseaseOrPhenotypicFeature,0.9599213004112244
qwen3_8b,train,19642243,generation_1,1,6,19,188,osteomyelitis,DiseaseOrPhenotypicFeature,Negative_Correlation,vancomycin,ChemicalEntity,0.9750621914863586
qwen3_8b,train,19642243,generation_1,2,6,19,188,tenofovir,ChemicalEntity,Positive_Correlation,Fanconi syndrome,DiseaseOrPhenotypicFeature,0.9828134775161743
qwen3_8b,train,19642243,generation_1,3,6,19,188,tenofovir,ChemicalEntity,Positive_Correlation,Renal failure,DiseaseOrPhenotypicFeature,0.983151912689209
qwen3_8b,train,19642243,generation_1,4,6,19,188,tenofovir,ChemicalEntity,Drug_Interaction,vancomycin,ChemicalEntity,0.7838985323905945
qwen3_8b,train,19642243,generation_1,5,6,19,188,tenofovir,ChemicalEntity,Positive_Correlation,Acute renal failure,DiseaseOrPhenotypicFeature,0.9834038615226746
qwen3_8b,train,19642243,generation_2,0,6,19,195,vancomycin,ChemicalEntity,Positive_Correlation,Renal failure,DiseaseOrPhenotypicFeature,0.9751827716827393
qwen3_8b,train,19642243,generation_2,1,6,19,195,osteomyelitis,DiseaseOrPhenotypicFeature,Negative_Correlation,vancomycin,ChemicalEntity,0.9760413765907288
qwen3_8b,train,19642243,generation_2,2,6,19,195,tenofovir,ChemicalEntity,Positive_Correlation,Fanconi syndrome,DiseaseOrPhenotypicFeature,0.9840707778930664
qwen3_8b,train,19642243,generation_2,3,6,19,195,tenofovir,ChemicalEntity,Positive_Correlation,Renal failure,DiseaseOrPhenotypicFeature,0.9838342666625977
qwen3_8b,train,19642243,generation_2,4,6,19,195,tenofovir,ChemicalEntity,Drug_Interaction,vancomycin,ChemicalEntity,0.7596622705459595
qwen3_8b,train,19642243,generation_2,5,6,19,195,tenofovir,ChemicalEntity,Positive_Correlation,Acute renal failure,DiseaseOrPhenotypicFeature,0.984109103679657
qwen3_8b,train,19642243,generation_3,0,6,19,294,vancomycin,ChemicalEntity,Positive_Correlation,Renal failure,DiseaseOrPhenotypicFeature,0.9627224802970886
qwen3_8b,train,19642243,generation_3,1,6,19,294,osteomyelitis,DiseaseOrPhenotypicFeature,Negative_Correlation,vancomycin,ChemicalEntity,0.9795515537261963
qwen3_8b,train,19642243,generation_3,2,6,19,294,tenofovir,ChemicalEntity,Positive_Correlation,Fanconi syndrome,DiseaseOrPhenotypicFeature,0.9849053025245667
qwen3_8b,train,19642243,generation_3,3,6,19,294,tenofovir,ChemicalEntity,Positive_Correlation,Renal failure,DiseaseOrPhenotypicFeature,0.9842386841773987
qwen3_8b,train,19642243,generation_3,4,6,19,294,tenofovir,ChemicalEntity,Drug_Interaction,vancomycin,ChemicalEntity,0.8247902989387512
qwen3_8b,train,19642243,generation_3,5,6,19,294,tenofovir,ChemicalEntity,Positive_Correlation,Acute renal failure,DiseaseOrPhenotypicFeature,0.9846602082252502
qwen3_8b,train,19672862,generation_1,0,22,56,235,tumorigenesis,DiseaseOrPhenotypicFeature,Association,ERK,GeneOrGeneProduct,0.9969929456710815
qwen3_8b,train,19672862,generation_1,1,22,56,235,tumorigenesis,DiseaseOrPhenotypicFeature,Association,Akt,GeneOrGeneProduct,0.9975984692573547
qwen3_8b,train,19672862,generation_1,2,22,56,235,tumorigenesis,DiseaseOrPhenotypicFeature,Association,cyclin-dependent kinase,GeneOrGeneProduct,0.9980515241622925
qwen3_8b,train,19672862,generation_1,3,22,56,235,tumorigenesis,DiseaseOrPhenotypicFeature,Association,p27,GeneOrGeneProduct,0.9976577758789062
qwen3_8b,train,19672862,generation_1,4,22,56,235,tumorigenesis,DiseaseOrPhenotypicFeature,Association,p21,GeneOrGeneProduct,0.997655987739563
qwen3_8b,train,19672862,generation_1,5,22,56,235,endometrial cancer,DiseaseOrPhenotypicFeature,Association,Protein kinase C alpha,GeneOrGeneProduct,0.9978623986244202
qwen3_8b,train,19672862,generation_1,6,22,56,235,EGF,GeneOrGeneProduct,Positive_Correlation,ERK,GeneOrGeneProduct,0.003833045717328787
qwen3_8b,train,19672862,generation_1,7,22,56,235,Akt,GeneOrGeneProduct,Association,glycogen synthase kinase-3beta,GeneOrGeneProduct,0.07366368919610977
qwen3_8b,train,19672862,generation_1,8,22,56,235,cyclin-dependent kinase,GeneOrGeneProduct,Negative_Correlation,p27,GeneOrGeneProduct,0.9694421291351318
qwen3_8b,train,19672862,generation_1,9,22,56,235,cyclin-dependent kinase,GeneOrGeneProduct,Negative_Correlation,p21,GeneOrGeneProduct,0.8907175064086914
qwen3_8b,train,19672862,generation_1,10,22,56,235,p27,GeneOrGeneProduct,Association,ERK,GeneOrGeneProduct,0.9954319000244141
qwen3_8b,train,19672862,generation_1,11,22,56,235,p27,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9954013824462891
qwen3_8b,train,19672862,generation_1,12,22,56,235,p21,GeneOrGeneProduct,Association,ERK,GeneOrGeneProduct,0.9956743121147156
qwen3_8b,train,19672862,generation_1,13,22,56,235,p21,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9966248273849487
qwen3_8b,train,19672862,generation_1,14,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Association,tumorigenesis,DiseaseOrPhenotypicFeature,0.9913139939308167
qwen3_8b,train,19672862,generation_1,15,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Association,EGF,GeneOrGeneProduct,0.29921743273735046
qwen3_8b,train,19672862,generation_1,16,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Positive_Correlation,ERK,GeneOrGeneProduct,0.9693118333816528
qwen3_8b,train,19672862,generation_1,17,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Association,glycogen synthase kinase-3beta,GeneOrGeneProduct,0.99277263879776
qwen3_8b,train,19672862,generation_1,18,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9787090420722961
qwen3_8b,train,19672862,generation_1,19,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Association,cyclin-dependent kinase,GeneOrGeneProduct,0.9942313432693481
qwen3_8b,train,19672862,generation_1,20,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Negative_Correlation,p27,GeneOrGeneProduct,0.9719540476799011
qwen3_8b,train,19672862,generation_1,21,22,56,235,Protein kinase C alpha,GeneOrGeneProduct,Negative_Correlation,p21,GeneOrGeneProduct,0.9655538201332092
qwen3_8b,train,19672862,generation_2,0,22,56,233,tumorigenesis,DiseaseOrPhenotypicFeature,Association,ERK,GeneOrGeneProduct,0.9971093535423279
qwen3_8b,train,19672862,generation_2,1,22,56,233,tumorigenesis,DiseaseOrPhenotypicFeature,Association,Akt,GeneOrGeneProduct,0.9979075193405151
qwen3_8b,train,19672862,generation_2,2,22,56,233,tumorigenesis,DiseaseOrPhenotypicFeature,Association,cyclin-dependent kinase,GeneOrGeneProduct,0.9981082677841187
qwen3_8b,train,19672862,generation_2,3,22,56,233,tumorigenesis,DiseaseOrPhenotypicFeature,Association,p27,GeneOrGeneProduct,0.9976807832717896
qwen3_8b,train,19672862,generation_2,4,22,56,233,tumorigenesis,DiseaseOrPhenotypicFeature,Association,p21,GeneOrGeneProduct,0.9977554678916931
qwen3_8b,train,19672862,generation_2,5,22,56,233,endometrial cancer,DiseaseOrPhenotypicFeature,Association,Protein kinase C alpha,GeneOrGeneProduct,0.9981788396835327
qwen3_8b,train,19672862,generation_2,6,22,56,233,EGF,GeneOrGeneProduct,Positive_Correlation,ERK,GeneOrGeneProduct,0.0002409578737569973
qwen3_8b,train,19672862,generation_2,7,22,56,233,Akt,GeneOrGeneProduct,Association,glycogen synthase kinase-3beta,GeneOrGeneProduct,0.0005875468486919999
qwen3_8b,train,19672862,generation_2,8,22,56,233,cyclin-dependent kinase,GeneOrGeneProduct,Negative_Correlation,p27,GeneOrGeneProduct,0.750844419002533
qwen3_8b,train,19672862,generation_2,9,22,56,233,cyclin-dependent kinase,GeneOrGeneProduct,Negative_Correlation,p21,GeneOrGeneProduct,0.04463261738419533
qwen3_8b,train,19672862,generation_2,10,22,56,233,p27,GeneOrGeneProduct,Association,ERK,GeneOrGeneProduct,0.9830650091171265
qwen3_8b,train,19672862,generation_2,11,22,56,233,p27,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9940252900123596
qwen3_8b,train,19672862,generation_2,12,22,56,233,p21,GeneOrGeneProduct,Association,ERK,GeneOrGeneProduct,0.9935522079467773
qwen3_8b,train,19672862,generation_2,13,22,56,233,p21,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.996146559715271
qwen3_8b,train,19672862,generation_2,14,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Association,tumorigenesis,DiseaseOrPhenotypicFeature,0.9899134635925293
qwen3_8b,train,19672862,generation_2,15,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Association,EGF,GeneOrGeneProduct,0.9572649002075195
qwen3_8b,train,19672862,generation_2,16,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Positive_Correlation,ERK,GeneOrGeneProduct,0.9787342548370361
qwen3_8b,train,19672862,generation_2,17,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Association,glycogen synthase kinase-3beta,GeneOrGeneProduct,0.7105647921562195
qwen3_8b,train,19672862,generation_2,18,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9834411144256592
qwen3_8b,train,19672862,generation_2,19,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Association,cyclin-dependent kinase,GeneOrGeneProduct,0.9154884815216064
qwen3_8b,train,19672862,generation_2,20,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Negative_Correlation,p27,GeneOrGeneProduct,0.9163050651550293
qwen3_8b,train,19672862,generation_2,21,22,56,233,Protein kinase C alpha,GeneOrGeneProduct,Negative_Correlation,p21,GeneOrGeneProduct,0.18764203786849976
qwen3_8b,train,19672862,generation_3,0,22,56,248,tumorigenesis,DiseaseOrPhenotypicFeature,Association,ERK,GeneOrGeneProduct,0.9788550734519958
qwen3_8b,train,19672862,generation_3,1,22,56,248,tumorigenesis,DiseaseOrPhenotypicFeature,Association,Akt,GeneOrGeneProduct,0.9976134300231934
qwen3_8b,train,19672862,generation_3,2,22,56,248,tumorigenesis,DiseaseOrPhenotypicFeature,Association,cyclin-dependent kinase,GeneOrGeneProduct,0.9980760812759399
qwen3_8b,train,19672862,generation_3,3,22,56,248,tumorigenesis,DiseaseOrPhenotypicFeature,Association,p27,GeneOrGeneProduct,0.9945660829544067
qwen3_8b,train,19672862,generation_3,4,22,56,248,tumorigenesis,DiseaseOrPhenotypicFeature,Association,p21,GeneOrGeneProduct,0.9972143769264221
qwen3_8b,train,19672862,generation_3,5,22,56,248,endometrial cancer,DiseaseOrPhenotypicFeature,Association,Protein kinase C alpha,GeneOrGeneProduct,0.9977623224258423
qwen3_8b,train,19672862,generation_3,6,22,56,248,EGF,GeneOrGeneProduct,Positive_Correlation,ERK,GeneOrGeneProduct,0.9773387312889099
qwen3_8b,train,19672862,generation_3,7,22,56,248,Akt,GeneOrGeneProduct,Association,glycogen synthase kinase-3beta,GeneOrGeneProduct,0.00043710769386962056
qwen3_8b,train,19672862,generation_3,8,22,56,248,cyclin-dependent kinase,GeneOrGeneProduct,Negative_Correlation,p27,GeneOrGeneProduct,0.9495792984962463
qwen3_8b,train,19672862,generation_3,9,22,56,248,cyclin-dependent kinase,GeneOrGeneProduct,Negative_Correlation,p21,GeneOrGeneProduct,0.9446529746055603
qwen3_8b,train,19672862,generation_3,10,22,56,248,p27,GeneOrGeneProduct,Association,ERK,GeneOrGeneProduct,0.9893010258674622
qwen3_8b,train,19672862,generation_3,11,22,56,248,p27,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9950904846191406
qwen3_8b,train,19672862,generation_3,12,22,56,248,p21,GeneOrGeneProduct,Association,ERK,GeneOrGeneProduct,0.9948471784591675
qwen3_8b,train,19672862,generation_3,13,22,56,248,p21,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9962052702903748
qwen3_8b,train,19672862,generation_3,14,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Association,tumorigenesis,DiseaseOrPhenotypicFeature,0.9863678812980652
qwen3_8b,train,19672862,generation_3,15,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Association,EGF,GeneOrGeneProduct,0.5077264904975891
qwen3_8b,train,19672862,generation_3,16,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Positive_Correlation,ERK,GeneOrGeneProduct,0.9852150678634644
qwen3_8b,train,19672862,generation_3,17,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Association,glycogen synthase kinase-3beta,GeneOrGeneProduct,0.0051689716055989265
qwen3_8b,train,19672862,generation_3,18,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Association,Akt,GeneOrGeneProduct,0.9653059244155884
qwen3_8b,train,19672862,generation_3,19,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Association,cyclin-dependent kinase,GeneOrGeneProduct,0.9897097945213318
qwen3_8b,train,19672862,generation_3,20,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Negative_Correlation,p27,GeneOrGeneProduct,0.9649953246116638
qwen3_8b,train,19672862,generation_3,21,22,56,248,Protein kinase C alpha,GeneOrGeneProduct,Negative_Correlation,p21,GeneOrGeneProduct,0.9683848023414612
qwen3_8b,train,20046642,generation_1,0,22,52,259,ZnSO(4),ChemicalEntity,Negative_Correlation,caspase-3,GeneOrGeneProduct,0.9815884828567505
qwen3_8b,train,20046642,generation_1,1,22,52,259,ZnSO(4),ChemicalEntity,Negative_Correlation,malondialdehyde,ChemicalEntity,0.9850912690162659
qwen3_8b,train,20046642,generation_1,2,22,52,259,ZnSO(4),ChemicalEntity,Negative_Correlation,TNFalpha,GeneOrGeneProduct,0.9784335494041443
qwen3_8b,train,20046642,generation_1,3,22,52,259,ZnSO(4),ChemicalEntity,Positive_Correlation,glutathione,ChemicalEntity,0.058665331453084946
qwen3_8b,train,20046642,generation_1,4,22,52,259,ZnSO(4),ChemicalEntity,Positive_Correlation,glutathione reductase,GeneOrGeneProduct,0.029429199174046516
qwen3_8b,train,20046642,generation_1,5,22,52,259,ZnSO(4),ChemicalEntity,Cotreatment,carmustine,ChemicalEntity,0.1633528769016266
qwen3_8b,train,20046642,generation_1,6,22,52,259,caspase-3,GeneOrGeneProduct,Negative_Correlation,Metallothionein,ChemicalEntity,0.0011920995311811566
qwen3_8b,train,20046642,generation_1,7,22,52,259,Metallothionein,ChemicalEntity,Positive_Correlation,ZnSO(4),ChemicalEntity,0.023502958938479424
qwen3_8b,train,20046642,generation_1,8,22,52,259,Metallothionein,ChemicalEntity,Negative_Correlation,malondialdehyde,ChemicalEntity,0.9795305132865906
qwen3_8b,train,20046642,generation_1,9,22,52,259,Metallothionein,ChemicalEntity,Negative_Correlation,TNFalpha,GeneOrGeneProduct,0.9717307090759277
qwen3_8b,train,20046642,generation_1,10,22,52,259,Metallothionein,ChemicalEntity,Positive_Correlation,glutathione,ChemicalEntity,0.04829791933298111
qwen3_8b,train,20046642,generation_1,11,22,52,259,Metallothionein,ChemicalEntity,Positive_Correlation,glutathione reductase,GeneOrGeneProduct,0.07684676349163055
qwen3_8b,train,20046642,generation_1,12,22,52,259,cognitive dysfunction,DiseaseOrPhenotypicFeature,Negative_Correlation,Metallothionein,ChemicalEntity,0.0034801948349922895
qwen3_8b,train,20046642,generation_1,13,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,caspase-3,GeneOrGeneProduct,0.006456839386373758
qwen3_8b,train,20046642,generation_1,14,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,malondialdehyde,ChemicalEntity,0.010649637319147587
qwen3_8b,train,20046642,generation_1,15,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,TNFalpha,GeneOrGeneProduct,0.008152623660862446
qwen3_8b,train,20046642,generation_1,16,22,52,259,carmustine,ChemicalEntity,Negative_Correlation,glutathione,ChemicalEntity,0.9633580446243286
qwen3_8b,train,20046642,generation_1,17,22,52,259,carmustine,ChemicalEntity,Negative_Correlation,glutathione reductase,GeneOrGeneProduct,0.9770163893699646
qwen3_8b,train,20046642,generation_1,18,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,D008569,unknown,0.00046784040750935674
qwen3_8b,train,20046642,generation_1,19,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,D007859,unknown,0.000504323688801378
qwen3_8b,train,20046642,generation_1,20,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,Metallothionein,ChemicalEntity,0.0173544529825449
qwen3_8b,train,20046642,generation_1,21,22,52,259,carmustine,ChemicalEntity,Positive_Correlation,cognitive dysfunction,DiseaseOrPhenotypicFeature,0.00592194776982069
qwen3_8b,train,20046642,generation_2,0,22,52,268,ZnSO(4),ChemicalEntity,Negative_Correlation,caspase-3,GeneOrGeneProduct,0.9666522145271301
qwen3_8b,train,20046642,generation_2,1,22,52,268,ZnSO(4),ChemicalEntity,Negative_Correlation,malondialdehyde,ChemicalEntity,0.9819105267524719
qwen3_8b,train,20046642,generation_2,2,22,52,268,ZnSO(4),ChemicalEntity,Negative_Correlation,TNFalpha,GeneOrGeneProduct,0.9766730666160583
qwen3_8b,train,20046642,generation_2,3,22,52,268,ZnSO(4),ChemicalEntity,Positive_Correlation,glutathione,ChemicalEntity,0.04848087579011917
qwen3_8b,train,20046642,generation_2,4,22,52,268,ZnSO(4),ChemicalEntity,Positive_Correlation,glutathione reductase,GeneOrGeneProduct,0.025150485336780548
qwen3_8b,train,20046642,generation_2,5,22,52,268,ZnSO(4),ChemicalEntity,Cotreatment,carmustine,ChemicalEntity,0.008733615279197693
qwen3_8b,train,20046642,generation_2,6,22,52,268,caspase-3,GeneOrGeneProduct,Negative_Correlation,Metallothionein,ChemicalEntity,0.00675616692751646
qwen3_8b,train,20046642,generation_2,7,22,52,268,Metallothionein,ChemicalEntity,Positive_Correlation,ZnSO(4),ChemicalEntity,0.01251464243978262
qwen3_8b,train,20046642,generation_2,8,22,52,268,Metallothionein,ChemicalEntity,Negative_Correlation,malondialdehyde,ChemicalEntity,0.9546818733215332
qwen3_8b,train,20046642,generation_2,9,22,52,268,Metallothionein,ChemicalEntity,Negative_Correlation,TNFalpha,GeneOrGeneProduct,0.9726954102516174
qwen3_8b,train,20046642,generation_2,10,22,52,268,Metallothionein,ChemicalEntity,Positive_Correlation,glutathione,ChemicalEntity,0.03688143193721771
qwen3_8b,train,20046642,generation_2,11,22,52,268,Metallothionein,ChemicalEntity,Positive_Correlation,glutathione reductase,GeneOrGeneProduct,0.03523469343781471
qwen3_8b,train,20046642,generation_2,12,22,52,268,cognitive dysfunction,DiseaseOrPhenotypicFeature,Negative_Correlation,Metallothionein,ChemicalEntity,0.005554540082812309
qwen3_8b,train,20046642,generation_2,13,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,caspase-3,GeneOrGeneProduct,0.9819455742835999
qwen3_8b,train,20046642,generation_2,14,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,malondialdehyde,ChemicalEntity,0.9844369888305664
qwen3_8b,train,20046642,generation_2,15,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,TNFalpha,GeneOrGeneProduct,0.9823828935623169
qwen3_8b,train,20046642,generation_2,16,22,52,268,carmustine,ChemicalEntity,Negative_Correlation,glutathione,ChemicalEntity,0.39846357703208923
qwen3_8b,train,20046642,generation_2,17,22,52,268,carmustine,ChemicalEntity,Negative_Correlation,glutathione reductase,GeneOrGeneProduct,0.3616870045661926
qwen3_8b,train,20046642,generation_2,18,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,D008569,unknown,0.00017651003145147115
qwen3_8b,train,20046642,generation_2,19,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,D007859,unknown,0.00017557239334564656
qwen3_8b,train,20046642,generation_2,20,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,Metallothionein,ChemicalEntity,0.02963659167289734
qwen3_8b,train,20046642,generation_2,21,22,52,268,carmustine,ChemicalEntity,Positive_Correlation,cognitive dysfunction,DiseaseOrPhenotypicFeature,0.9813560247421265
qwen3_8b,train,20046642,generation_3,0,22,52,235,ZnSO(4),ChemicalEntity,Negative_Correlation,caspase-3,GeneOrGeneProduct,0.9813643097877502
qwen3_8b,train,20046642,generation_3,1,22,52,235,ZnSO(4),ChemicalEntity,Negative_Correlation,malondialdehyde,ChemicalEntity,0.9842914342880249
qwen3_8b,train,20046642,generation_3,2,22,52,235,ZnSO(4),ChemicalEntity,Negative_Correlation,TNFalpha,GeneOrGeneProduct,0.07280220091342926
qwen3_8b,train,20046642,generation_3,3,22,52,235,ZnSO(4),ChemicalEntity,Positive_Correlation,glutathione,ChemicalEntity,0.17721986770629883
qwen3_8b,train,20046642,generation_3,4,22,52,235,ZnSO(4),ChemicalEntity,Positive_Correlation,glutathione reductase,GeneOrGeneProduct,0.044144369661808014
qwen3_8b,train,20046642,generation_3,5,22,52,235,ZnSO(4),ChemicalEntity,Cotreatment,carmustine,ChemicalEntity,0.010652199387550354
qwen3_8b,train,20046642,generation_3,6,22,52,235,caspase-3,GeneOrGeneProduct,Negative_Correlation,Metallothionein,ChemicalEntity,0.0021561032626777887
qwen3_8b,train,20046642,generation_3,7,22,52,235,Metallothionein,ChemicalEntity,Positive_Correlation,ZnSO(4),ChemicalEntity,0.010942193679511547
qwen3_8b,train,20046642,generation_3,8,22,52,235,Metallothionein,ChemicalEntity,Negative_Correlation,malondialdehyde,ChemicalEntity,0.9837573170661926
qwen3_8b,train,20046642,generation_3,9,22,52,235,Metallothionein,ChemicalEntity,Negative_Correlation,TNFalpha,GeneOrGeneProduct,0.0035469261929392815
qwen3_8b,train,20046642,generation_3,10,22,52,235,Metallothionein,ChemicalEntity,Positive_Correlation,glutathione,ChemicalEntity,0.10056844353675842
qwen3_8b,train,20046642,generation_3,11,22,52,235,Metallothionein,ChemicalEntity,Positive_Correlation,glutathione reductase,GeneOrGeneProduct,0.13221538066864014
qwen3_8b,train,20046642,generation_3,12,22,52,235,cognitive dysfunction,DiseaseOrPhenotypicFeature,Negative_Correlation,Metallothionein,ChemicalEntity,0.004474388901144266
qwen3_8b,train,20046642,generation_3,13,22,52,235,carmustine,ChemicalEntity,Positive_Correlation,caspase-3,GeneOrGeneProduct,0.008212660439312458
qwen3_8b,train,20046642,generation_3,14,22,52,235,carmustine,ChemicalEntity,Positive_Correlation,malondialdehyde,ChemicalEntity,0.30648842453956604
qwen3_8b,train,20046642,generation_3,15,22,52,235,carmustine,ChemicalEntity,Positive_Correlation,TNFalpha,GeneOrGeneProduct,0.003684798488393426
qwen3_8b,train,20046642,generation_3,16,22,52,235,carmustine,ChemicalEntity,Negative_Correlation,glutathione,ChemicalEntity,0.9603086113929749
